"idfustemed";"ntorasisc";"sdtorasisc";"dminisc";"toraminisc";"vtocoi";"vprodisc";"vti"
4588;4;48,2671079081363;5,6046719033181;5,30000000000001;0,00265776837950189;0,275216531124136;0,281927409897653
4589;4;48,1630265711894;5,57992357968368;5,30000000000001;0,00264848570572595;0,274088159721992;0,280731259542084
4590;4;41,4220458663026;5,56983710445235;3,2;0,00202110916792458;0,195984216137696;0,20285395746768
4591;4;41,0680923886678;5,67557086246342;2,9;0,00198704471783593;0,191366421206031;0,198641682915302
4592;3;30,969406885118;6,42073651183475;5,6;0,00165501898305033;0,147263981788382;0,158709949691278
4593;4;43,2174852158101;5,57876102483101;3,8;0,00217982023338162;0,215475814147223;0,222264487218409
4594;4;42,4722379849896;5,61062359479414;3,5;0,00211211582005929;0,206989558428879;0,213927529503247
4595;4;42,9658462242637;5,52165071959312;3,8;0,00215930436068725;0,213124105744185;0,219741555928104
4596;4;48,9766143281989;5,76280805834241;5,30000000000001;0,00272318651871262;0,283017040322084;0,290171387984999
4597;4;48,4086637445385;5,63376414081192;5,30000000000001;0,00267119830860136;0,276775568806632;0,283565301109968
4598;4;45,8616827823051;5,52921866277054;4,70000000000001;0,002426664983705;0,246322281932783;0,252859285637414
4599;3;23,9141321300643;5,56280735305189;2,6;0,00103367655700087;0,0787666484699108;0,087363945975033
4600;4;48,2671079081363;5,6046719033181;5,30000000000001;0,00265776837950189;0,275216531124136;0,281927409897653
4601;4;46,1155712693546;5,58867781110007;4,70000000000001;0,0024484135262472;0,248909010346783;0,255614240047116
4602;4;44,7026166025886;5,70760964580853;4,1;0,0023107251887281;0,231336492077104;0,238471999716106
4603;4;48,9766143281989;5,76280805834241;5,30000000000001;0,00272318651871262;0,283017040322084;0,290171387984999
