"arvore";"cap";"ht";"hi";"dicc";"espcasca"
1194;35;22,52;13,3;6,84;0,156
1124;54,51;24,2;13,3;11,49;0,424
1194;35;22,52;14,5;6,27;0,181
1124;54,51;24,2;14,5;10,73;0,368
1124;54,51;24,2;15,7;9,93;0,352
1194;35;22,52;15,7;5,98;0,184
1124;54,51;24,2;16,9;9,14;0,338
1194;35;22,52;16,9;5,22;0,157
1124;54,51;24,2;18,1;8,44;0,312
1194;35;22,52;18,1;4,81;0,138
1124;54,51;24,2;19,3;7;0,282
1194;35;22,52;19,3;3,98;0,157
1194;35;22,52;20,5;2,67;0,103
1124;54,51;24,2;20,5;5,47;0,27
1194;35;22,52;21,7;1,18;0,062
1124;54,51;24,2;21,7;4,14;0,245
1124;54,51;24,2;22,9;2,48;0,157
1124;54,51;24,2;23,7;0,95;0,085
1196;21,49;13,1;0,1;7,73;0,37
1126;62,8;27,2;0,1;22,95;1,103
1196;21,49;13,1;0,7;7,07;0,334
1126;62,8;27,2;0,7;20,91;0,915
1196;21,49;13,1;1,3;6,84;0,235
1126;62,8;27,2;1,3;19,99;0,868
1196;21,49;13,1;2,5;6,43;0,189
1126;62,8;27,2;2,5;19,35;0,748
1126;62,8;27,2;3,7;19;0,722
1196;21,49;13,1;3,7;6,11;0,136
1196;21,49;13,1;4,9;5,89;0,112
1126;62,8;27,2;4,9;18,08;0,51
1126;62,8;27,2;6,1;17,54;0,484
1196;21,49;13,1;6,1;5,19;0,106
1196;21,49;13,1;7,3;4,74;0,107
1126;62,8;27,2;7,3;17,03;0,455
1196;21,49;13,1;8,5;3,98;0,099
1126;62,8;27,2;8,5;16,49;0,424
1126;62,8;27,2;9,7;15,79;0,44
1196;21,49;13,1;9,7;3,31;0,098
1126;62,8;27,2;10,9;15,28;0,415
1196;21,49;13,1;10,9;2,55;0,083
1196;21,49;13,1;12,1;1,43;0,069
1126;62,8;27,2;12,1;14,64;0,386
1126;62,8;27,2;13,3;13,62;0,373
1126;62,8;27,2;14,5;13,46;0,409
1126;62,8;27,2;15,7;12,35;0,344
1126;62,8;27,2;16,9;11,62;0,379
1126;62,8;27,2;18,1;10,79;0,351
1126;62,8;27,2;19,3;10,19;0,346
1126;62,8;27,2;20,5;8,91;0,341
1126;62,8;27,2;21,7;7,96;0,346
1126;62,8;27,2;22,9;7;0,295
1126;62,8;27,2;24,1;5,47;0,308
1126;62,8;27,2;25,3;3,98;0,235
1126;62,8;27,2;26,5;2,13;0,137
1126;62,8;27,2;26,7;1,02;0,08
1127;49,2;22,9;0,1;17,51;0,97
1197;66,51;29,12;0,1;24,57;1,53
1197;66,51;29,12;0,7;22,12;0,962
1127;49,2;22,9;0,7;15,92;0,871
1197;66,51;29,12;1,3;21,17;0,975
1127;49,2;22,9;1,3;15,66;0,774
1197;66,51;29,12;2,5;20,56;0,677
1127;49,2;22,9;2,5;15,15;0,514
1197;66,51;29,12;3,7;19,51;0,683
1127;49,2;22,9;3,7;14,64;0,432
1197;66,51;29,12;4,9;19,23;0,605
1127;49,2;22,9;4,9;13,69;0,365
1197;66,51;29,12;6,1;18,68;0,444
1127;49,2;22,9;6,1;13,27;0,369
1197;66,51;29,12;7,3;17,95;0,499
1127;49,2;22,9;7,3;12,7;0,327
1197;66,51;29,12;8,5;17,35;0,412
1127;49,2;22,9;8,5;12,16;0,329
1127;49,2;22,9;9,7;11,68;0,307
1197;66,51;29,12;9,7;16,77;0,396
1197;66,51;29,12;10,9;16,07;0,37
1127;49,2;22,9;10,9;11,05;0,346
1197;66,51;29,12;12,1;15,44;0,366
1127;49,2;22,9;12,1;10,44;0,293
1197;66,51;29,12;13,3;14,77;0,362
1127;49,2;22,9;13,3;9,68;0,275
1127;49,2;22,9;14,5;9,1;0,286
1197;66,51;29,12;14,5;14,32;0,345
1127;49,2;22,9;15,7;8,28;0,249
1197;66,51;29,12;15,7;13,85;0,368
1197;66,51;29,12;16,9;12,64;0,354
1127;49,2;22,9;16,9;7,48;0,265
1197;66,51;29,12;18,1;11,97;0,355
1127;49,2;22,9;18,1;6,68;0,284
1127;49,2;22,9;19,3;5,41;0,245
1197;66,51;29,12;19,3;11,46;0,366
1197;66,51;29,12;20,5;10,19;0,346
1127;49,2;22,9;20,5;4,3;0,213
1197;66,51;29,12;21,7;9,33;0,338
1127;49,2;22,9;21,7;2,07;0,132
1127;49,2;22,9;22,5;0,89;0,073
1197;66,51;29,12;22,9;8,44;0,343
1197;66,51;29,12;24,1;7,16;0,365
1197;66,51;29,12;25,3;5,44;0,247
1197;66,51;29,12;26,5;4,27;0,273
1197;66,51;29,12;27,7;2,55;0,15
1197;66,51;29,12;28,6;0,73;0,057
1198;65;32,22;0,1;23,68;1,177
1128;56,8;24,5;0,1;21,65;1,311
1128;56,8;24,5;0,7;18,56;1,024
1198;65;32,22;0,7;21,42;0,879
1198;65;32,22;1,3;20,69;0,825
1128;56,8;24,5;1,3;18,08;0,88
1198;65;32,22;2,5;19,89;0,644
1128;56,8;24,5;2,5;17,25;0,789
1128;56,8;24,5;3,7;17;0,743
1198;65;32,22;3,7;19,42;0,582
1198;65;32,22;4,9;18,78;0,601
1128;56,8;24,5;4,9;16,55;0,666
1198;65;32,22;6,1;18,62;0,473
1128;56,8;24,5;6,1;15,92;0,59
1198;65;32,22;7,3;17,98;0,463
1128;56,8;24,5;7,3;14,9;0,454
1198;65;32,22;8,5;17,51;0,392
1128;56,8;24,5;8,5;14,26;0,412
1198;65;32,22;9,7;16,71;0,382
1128;56,8;24,5;9,7;13,59;0,353
1128;56,8;24,5;10,9;12,83;0,317
1198;65;32,22;10,9;16,14;0,329
1198;65;32,22;12,1;15,72;0,343
1128;56,8;24,5;12,1;12,54;0,352
1128;56,8;24,5;13,3;11,75;0,36
1198;65;32,22;13,3;15,02;0,344
1198;65;32,22;14,5;14,48;0,332
1128;56,8;24,5;14,5;10,89;0,337
1128;56,8;24,5;15,7;10,35;0,326
1198;65;32,22;15,7;14,1;0,337
1198;65;32,22;16,9;13,37;0,367
1128;56,8;24,5;16,9;9,29;0,304
1128;56,8;24,5;18,1;8,5;0,283
1198;65;32,22;18,1;12,51;0,33
1198;65;32,22;19,3;12;0,342
1128;56,8;24,5;19,3;7,19;0,242
1198;65;32,22;20,5;11,55;0,329
1128;56,8;24,5;20,5;6,18;0,26
1128;56,8;24,5;21,7;5,19;0,283
1198;65;32,22;21,7;10,82;0,337
1198;65;32,22;22,9;9,93;0,386
1128;56,8;24,5;22,9;3,06;0,199
1128;56,8;24,5;24,1;0,64;0,069
1198;65;32,22;24,1;8,75;0,299
1198;65;32,22;25,3;7,86;0,306
1198;65;32,22;26,5;7;0,304
1198;65;32,22;27,7;5,95;0,317
1198;65;32,22;28,9;4,71;0,236
1198;65;32,22;30,1;3,5;0,176
1198;65;32,22;31,3;1,75;0,116
1198;65;32,22;31,6;1,02;0,093
1199;57,99;30,24;0,1;20,69;1,115
1199;57,99;30,24;0,7;19,74;0,9
1199;57,99;30,24;1,3;18,46;0,871
1199;57,99;30,24;2,5;17,83;0,698
1199;57,99;30,24;3,7;17,25;0,576
1199;57,99;30,24;4,9;16,81;0,517
1199;57,99;30,24;6,1;16,68;0,415
1199;57,99;30,24;7,3;15,76;0,345
1199;57,99;30,24;8,5;15,5;0,363
1199;57,99;30,24;9,7;15,02;0,338
1199;57,99;30,24;10,9;14,39;0,331
1199;57,99;30,24;12,1;13,69;0,304
1199;57,99;30,24;13,3;13,21;0,318
1199;57,99;30,24;14,5;12,64;0,36
1199;57,99;30,24;15,7;12,22;0,361
1199;57,99;30,24;16,9;11,62;0,36
1199;57,99;30,24;18,1;10,73;0,33
1199;57,99;30,24;19,3;10,25;0,376
1199;57,99;30,24;20,5;9,61;0,3
1199;57,99;30,24;21,7;8,91;0,317
1199;57,99;30,24;22,9;8,12;0,371
1199;57,99;30,24;24,1;7,16;0,296
1199;57,99;30,24;25,3;6,59;0,347
1199;57,99;30,24;26,5;5,47;0,282
1199;57,99;30,24;27,7;4,46;0,235
1199;57,99;30,24;28,9;2,86;0,161
1199;57,99;30,24;29,9;0,8;0,077
1200;25,6;17,22;0,1;10,06;0,626
1200;25,6;17,22;0,7;8,85;0,271
1200;25,6;17,22;1,3;8,15;0,233
1200;25,6;17,22;2,5;8,05;0,203
1200;25,6;17,22;3,7;7,64;0,204
1200;25,6;17,22;4,9;7,26;0,181
1200;25,6;17,22;6,1;6,75;0,148
1200;25,6;17,22;7,3;6,27;0,165
1200;25,6;17,22;8,5;5,79;0,141
1200;25,6;17,22;9,7;5,38;0,125
1200;25,6;17,22;10,9;4,65;0,107
1200;25,6;17,22;12,1;4,14;0,124
1200;25,6;17,22;13,3;3,72;0,12
1200;25,6;17,22;14,5;3,25;0,094
1200;25,6;17,22;15,7;2,45;0,08
1200;25,6;17,22;16,7;0,95;0,058
1131;50,2;24,4;0,1;17,92;1,052
1131;50,2;24,4;0,7;16,3;0,81
1131;50,2;24,4;1,3;15,98;0,816
1131;50,2;24,4;2,5;15,53;0,743
1131;50,2;24,4;3,7;15,28;0,702
1131;50,2;24,4;4,9;14,71;0,497
1131;50,2;24,4;6,1;14,01;0,432
1131;50,2;24,4;7,3;13,5;0,412
1131;50,2;24,4;8,5;13,05;0,337
1131;50,2;24,4;9,7;12,73;0,364
1131;50,2;24,4;10,9;11,94;0,309
1131;50,2;24,4;12,1;11,08;0,309
1131;50,2;24,4;13,3;10,38;0,306
1131;50,2;24,4;14,5;9,84;0,294
1131;50,2;24,4;15,7;9,39;0,29
1131;50,2;24,4;16,9;8,31;0,278
1131;50,2;24,4;18,1;7,51;0,26
1131;50,2;24,4;19,3;6,65;0,267
1131;50,2;24,4;20,5;5,6;0,256
1131;50,2;24,4;21,7;4,3;0,211
1131;50,2;24,4;22,9;2,93;0,198
1131;50,2;24,4;24,1;0,64;0,085
1202;26,99;17,76;0,1;10,7;0,521
1132;46,21;22,6;0,1;16,55;0,801
1202;26,99;17,76;0,7;8,91;0,346
1132;46,21;22,6;0,7;15,15;0,714
1202;26,99;17,76;1,3;8,59;0,274
1132;46,21;22,6;1,3;14,71;0,691
1132;46,21;22,6;2,5;14,36;0,587
1202;26,99;17,76;2,5;8,21;0,232
1202;26,99;17,76;3,7;7,8;0,182
1132;46,21;22,6;3,7;14,01;0,455
1132;46,21;22,6;4,9;13,31;0,484
1202;26,99;17,76;4,9;7,38;0,21
1132;46,21;22,6;6,1;12,8;0,349
1202;26,99;17,76;6,1;7,1;0,232
1202;26,99;17,76;7,3;6,84;0,189
1132;46,21;22,6;7,3;12,25;0,402
1202;26,99;17,76;8,5;6,24;0,149
1132;46,21;22,6;8,5;11,55;0,3
1202;26,99;17,76;9,7;5,63;0,143
1132;46,21;22,6;9,7;11,08;0,311
1132;46,21;22,6;10,9;10,47;0,291
1202;26,99;17,76;10,9;4,87;0,172
1202;26,99;17,76;12,1;4,42;0,105
1132;46,21;22,6;12,1;9,87;0,28
1132;46,21;22,6;13,3;9,68;0,265
1202;26,99;17,76;13,3;3,76;0,098
1202;26,99;17,76;14,5;3,18;0,105
1132;46,21;22,6;14,5;9,07;0,309
1132;46,21;22,6;15,7;7,83;0,26
1202;26,99;17,76;15,7;2,39;0,095
1132;46,21;22,6;16,9;6,84;0,258
1202;26,99;17,76;16,9;1,4;0,084
1202;26,99;17,76;17,1;0,89;0,055
1132;46,21;22,6;18,1;6,18;0,267
1132;46,21;22,6;19,3;4,97;0,22
1132;46,21;22,6;20,5;3,79;0,22
1132;46,21;22,6;21,7;1,88;0,137
1132;46,21;22,6;22,2;0,95;0,082
1203;47,5;27;0,1;16,87;0,893
1133;30,19;19,5;0,1;12,16;0,754
1133;30,19;19,5;0,7;10,25;0,623
1203;47,5;27;0,7;15,76;0,733
1133;30,19;19,5;1,3;9,61;0,473
1203;47,5;27;1,3;15,12;0,643
1203;47,5;27;2,5;14,77;0,597
1133;30,19;19,5;2,5;9,39;0,44
1203;47,5;27;3,7;14,48;0,492
1133;30,19;19,5;3,7;8,72;0,298
1133;30,19;19,5;4,9;8,09;0,212
1203;47,5;27;4,9;14,07;0,481
1133;30,19;19,5;6,1;7,7;0,191
1203;47,5;27;6,1;13,85;0,451
1203;47,5;27;7,3;13,21;0,337
1133;30,19;19,5;7,3;7,32;0,203
1133;30,19;19,5;8,5;6,91;0,234
1203;47,5;27;8,5;12,67;0,296
1133;30,19;19,5;9,7;6,3;0,164
1203;47,5;27;9,7;12,57;0,283
1203;47,5;27;10,9;11,71;0,282
1133;30,19;19,5;10,9;5,76;0,136
1133;30,19;19,5;12,1;5,25;0,125
1203;47,5;27;12,1;11,14;0,277
1133;30,19;19,5;13,3;4,77;0,147
1203;47,5;27;13,3;10,6;0,282
1203;47,5;27;14,5;10,03;0,273
1133;30,19;19,5;14,5;4,14;0,134
1203;47,5;27;15,7;9,77;0,261
1133;30,19;19,5;15,7;3,44;0,13
1133;30,19;19,5;16,9;2,93;0,145
1203;47,5;27;16,9;8,75;0,254
1203;47,5;27;18,1;8,12;0,254
1133;30,19;19,5;18,1;2,13;0,092
1133;30,19;19,5;19;0,67;0,038
1203;47,5;27;19,3;7,42;0,291
1203;47,5;27;20,5;6,78;0,231
1203;47,5;27;21,7;6,05;0,2
1203;47,5;27;22,9;5,09;0,202
1203;47,5;27;24,1;4,14;0,216
1203;47,5;27;25,3;2,96;0,166
1203;47,5;27;26,5;1,02;0,078
1135;40,5;23,3;0,1;15,37;0,991
1135;40,5;23,3;0,7;13,56;0,631
1135;40,5;23,3;1,3;12,89;0,552
1135;40,5;23,3;2,5;12,57;0,512
1135;40,5;23,3;3,7;12,25;0,53
1135;40,5;23,3;4,9;11,75;0,387
1135;40,5;23,3;6,1;11,27;0,337
1135;40,5;23,3;7,3;10,85;0,355
1135;40,5;23,3;8,5;10,47;0,35
1135;40,5;23,3;9,7;9,87;0,358
1135;40,5;23,3;10,9;9,14;0,222
1135;40,5;23,3;12,1;8,63;0,253
1135;40,5;23,3;13,3;8,24;0,265
1135;40,5;23,3;14,5;7,64;0,235
1135;40,5;23,3;15,7;6,97;0,244
1135;40,5;23,3;16,9;6,59;0,275
1135;40,5;23,3;18,1;5,67;0,251
1135;40,5;23,3;19,3;4,74;0,268
1135;40,5;23,3;20,5;3,66;0,142
1135;40,5;23,3;21,7;2,23;0,225
1135;40,5;23,3;22,7;0,76;0,072
1206;19,51;15;0,1;8,31;0,344
1136;42,6;25,36;0,1;15,85;0,926
1206;19,51;15;0,7;6,68;0,261
1136;42,6;25,36;0,7;14,1;0,648
1136;42,6;25,36;1,3;13,56;0,558
1206;19,51;15;1,3;6,21;0,187
1206;19,51;15;2,5;6,08;0,154
1136;42,6;25,36;2,5;12,89;0,466
1136;42,6;25,36;3,7;12,57;0,454
1206;19,51;15;3,7;5,57;0,115
1206;19,51;15;4,9;5,16;0,123
1136;42,6;25,36;4,9;12,41;0,35
1206;19,51;15;6,1;4,84;0,144
1136;42,6;25,36;6,1;12,03;0,308
1136;42,6;25,36;7,3;11,46;0,358
1206;19,51;15;7,3;4,62;0,102
1206;19,51;15;8,5;4,14;0,115
1136;42,6;25,36;8,5;11,14;0,269
1136;42,6;25,36;9,7;10,7;0,28
1206;19,51;15;9,7;3,57;0,105
1206;19,51;15;10,9;3,18;0,093
1136;42,6;25,36;10,9;10,19;0,233
1206;19,51;15;12,1;2,64;0,08
1136;42,6;25,36;12,1;9,9;0,268
1136;42,6;25,36;13,3;9,29;0,221
1206;19,51;15;13,3;1,91;0,089
1206;19,51;15;14,38;0,92;0,06
1136;42,6;25,36;14,5;8,85;0,214
1136;42,6;25,36;15,7;8,02;0,21
1136;42,6;25,36;16,9;7,54;0,251
1136;42,6;25,36;18,1;7,13;0,214
1136;42,6;25,36;19,3;6,37;0,178
1136;42,6;25,36;20,5;5,41;0,261
1136;42,6;25,36;21,7;4,42;0,201
1136;42,6;25,36;22,9;3,02;0,165
1136;42,6;25,36;24,1;1,62;0,114
1136;42,6;25,36;24,6;0,73;0,076
1207;45,99;26,36;0,1;16,49;0,89
1207;45,99;26,36;0,7;14,93;0,684
1207;45,99;26,36;1,3;14,64;0,633
1207;45,99;26,36;2,5;14,26;0,614
1207;45,99;26,36;3,7;13,46;0,341
1207;45,99;26,36;4,9;13,46;0,329
1207;45,99;26,36;6,1;13,15;0,36
1207;45,99;26,36;7,3;12,8;0,351
1207;45,99;26,36;8,5;12,16;0,31
1207;45,99;26,36;9,7;11,62;0,36
1207;45,99;26,36;10,9;11,33;0,291
1207;45,99;26,36;12,1;10,66;0,283
1207;45,99;26,36;13,3;10,35;0,332
1207;45,99;26,36;14,5;9,71;0,293
1207;45,99;26,36;15,7;9,23;0,267
1207;45,99;26,36;16,9;8,59;0,227
1207;45,99;26,36;18,1;7,96;0,241
1207;45,99;26,36;19,3;7,45;0,261
1207;45,99;26,36;20,5;6,49;0,222
1207;45,99;26,36;21,7;5,86;0,248
1207;45,99;26,36;22,9;4,68;0,228
1207;45,99;26,36;24,1;3,5;0,171
1207;45,99;26,36;25,3;1,91;0,126
1207;45,99;26,36;25,69;0,99;0,07
1208;46,72;25,23;0,1;16,23;0,861
1138;63,21;29,45;0,1;22,85;1,244
1138;63,21;29,45;0,7;20,56;0,928
1208;46,72;25,23;0,7;15,12;0,679
1208;46,72;25,23;1,3;14,87;0,653
1138;63,21;29,45;1,3;20,12;0,93
1208;46,72;25,23;2,5;14,39;0,481
1138;63,21;29,45;2,5;19,45;0,792
1208;46,72;25,23;3,7;13,81;0,368
1138;63,21;29,45;3,7;19,26;0,727
1138;63,21;29,45;4,9;18,75;0,671
1208;46,72;25,23;4,9;13,46;0,356
1208;46,72;25,23;6,1;13,27;0,355
1138;63,21;29,45;6,1;18,21;0,645
1208;46,72;25,23;7,3;12,83;0,394
1138;63,21;29,45;7,3;17,83;0,742
1208;46,72;25,23;8,5;12,29;0,303
1138;63,21;29,45;8,5;17,57;0,614
1138;63,21;29,45;9,7;16,58;0,461
1208;46,72;25,23;9,7;11,87;0,303
1208;46,72;25,23;10,9;11,08;0,284
1138;63,21;29,45;10,9;16,23;0,354
1138;63,21;29,45;12,1;16,07;0,393
1208;46,72;25,23;12,1;10,73;0,255
1138;63,21;29,45;13,3;14,64;0,365
1208;46,72;25,23;13,3;10,19;0,261
1208;46,72;25,23;14,5;9,61;0,286
1138;63,21;29,45;14,5;14,23;0,325
1208;46,72;25,23;15,7;9,07;0,249
1138;63,21;29,45;15,7;13,46;0,339
1138;63,21;29,45;16,9;13,05;0,352
1208;46,72;25,23;16,9;8,28;0,248
1138;63,21;29,45;18,1;12,03;0,334
1208;46,72;25,23;18,1;7,64;0,283
1208;46,72;25,23;19,3;7;0,226
1138;63,21;29,45;19,3;11,43;0,315
1138;63,21;29,45;20,5;10,41;0,305
1208;46,72;25,23;20,5;6,14;0,276
1138;63,21;29,45;21,7;9,87;0,307
1208;46,72;25,23;21,7;5,19;0,24
1138;63,21;29,45;22,9;8,02;0,244
1208;46,72;25,23;22,9;3,66;0,197
1208;46,72;25,23;24,1;2,23;0,104
1138;63,21;29,45;24,1;7,77;0,235
1208;46,72;25,23;24,6;0,95;0,053
1138;63,21;29,45;25,3;6,33;0,222
1138;63,21;29,45;26,5;4,2;0,19
1138;63,21;29,45;27,7;2,58;0,133
1138;63,21;29,45;28,9;0,7;0,072
1209;62,99;29,44;0,1;22,92;1,194
1139;38,61;25;0,1;14,83;0,848
1209;62,99;29,44;0,7;20,69;1,041
1139;38,61;25;0,7;12,83;0,635
1139;38,61;25;1,3;12,29;0,55
1209;62,99;29,44;1,3;20,05;1,02
1209;62,99;29,44;2,5;19,48;0,823
1139;38,61;25;2,5;11,97;0,469
1139;38,61;25;3,7;11,62;0,328
1209;62,99;29,44;3,7;19,23;0,821
1139;38,61;25;4,9;11,17;0,455
1209;62,99;29,44;4,9;18,75;0,703
1139;38,61;25;6,1;11,01;0,332
1209;62,99;29,44;6,1;17,98;0,707
1209;62,99;29,44;7,3;17,83;0,673
1139;38,61;25;7,3;10,7;0,365
1209;62,99;29,44;8,5;17,13;0,566
1139;38,61;25;8,5;10,35;0,311
1209;62,99;29,44;9,7;16,27;0,507
1139;38,61;25;9,7;10,03;0,275
1139;38,61;25;10,9;9,33;0,29
1209;62,99;29,44;10,9;16,04;0,469
1139;38,61;25;12,1;8,75;0,255
1209;62,99;29,44;12,1;15,69;0,494
1139;38,61;25;13,3;8,47;0,228
1209;62,99;29,44;13,3;14,96;0,425
1209;62,99;29,44;14,5;14,16;0,403
1139;38,61;25;14,5;8,05;0,22
1209;62,99;29,44;15,7;13,31;0,389
1139;38,61;25;15,7;7,29;0,221
1209;62,99;29,44;16,9;12,67;0,398
1139;38,61;25;16,9;6,72;0,174
1139;38,61;25;18,1;6,18;0,174
1209;62,99;29,44;18,1;11,84;0,541
1139;38,61;25;19,3;5,44;0,169
1209;62,99;29,44;19,3;10,98;0,38
1139;38,61;25;20,5;4,74;0,173
1209;62,99;29,44;20,5;10,44;0,416
1139;38,61;25;21,7;4,01;0,18
1209;62,99;29,44;21,7;9,77;0,385
1139;38,61;25;22,9;2,71;0,135
1209;62,99;29,44;22,9;8,5;0,36
1139;38,61;25;24,1;1,15;0,103
1209;62,99;29,44;24,1;7,64;0,353
1209;62,99;29,44;25,3;5,98;0,283
1209;62,99;29,44;26,5;4,77;0,259
1209;62,99;29,44;27,7;2,93;0,164
1209;62,99;29,44;28,9;0,89;0,059
1210;56,01;31,63;0,1;20,69;0,92
1140;39,21;25,5;0,1;15,44;0,909
1210;56,01;31,63;0,7;18,56;0,715
1140;39,21;25,5;0,7;13,08;0,655
1210;56,01;31,63;1,3;17,83;0,683
1140;39,21;25,5;1,3;12,48;0,482
1140;39,21;25,5;2,5;12,16;0,4
1210;56,01;31,63;2,5;17;0,666
1140;39,21;25,5;3,7;11,84;0,474
1210;56,01;31,63;3,7;16,39;0,271
1140;39,21;25,5;4,9;11,27;0,414
1210;56,01;31,63;4,9;15,92;0,488
1210;56,01;31,63;6,1;15,72;0,558
1140;39,21;25,5;6,1;11,01;0,336
1210;56,01;31,63;7,3;15,34;0,452
1140;39,21;25,5;7,3;10,66;0,296
1210;56,01;31,63;8,5;15,12;0,393
1140;39,21;25,5;8,5;10,31;0,27
1210;56,01;31,63;9,7;14,96;0,368
1140;39,21;25,5;9,7;10,12;0,263
1210;56,01;31,63;10,9;14,61;0,404
1140;39,21;25,5;10,9;9,39;0,219
1210;56,01;31,63;12,1;14,42;0,361
1140;39,21;25,5;12,1;8,91;0,255
1140;39,21;25,5;13,3;8,47;0,201
1210;56,01;31,63;13,3;14,07;0,331
1140;39,21;25,5;14,5;7,83;0,204
1210;56,01;31,63;14,5;13,21;0,33
1210;56,01;31,63;15,7;12,51;0,34
1140;39,21;25,5;15,7;7,32;0,174
1210;56,01;31,63;16,9;11,94;0,338
1140;39,21;25,5;16,9;6,75;0,162
1210;56,01;31,63;18,1;11,62;0,329
1140;39,21;25,5;18,1;6,18;0,171
1140;39,21;25,5;19,3;5,89;0,161
1210;56,01;31,63;19,3;10,79;0,316
1210;56,01;31,63;20,5;10,22;0,352
1140;39,21;25,5;20,5;4,97;0,161
1210;56,01;31,63;21,7;9,68;0,301
1140;39,21;25,5;21,7;4,17;0,18
1210;56,01;31,63;22,9;9,01;0,288
1140;39,21;25,5;22,9;2,93;0,135
1140;39,21;25,5;24,1;2,07;0,122
1210;56,01;31,63;24,1;8,28;0,29
1140;39,21;25,5;24,9;0,86;0,036
1210;56,01;31,63;25,3;7,86;0,301
1210;56,01;31,63;26,5;6,37;0,286
1210;56,01;31,63;27,7;5,32;0,186
1210;56,01;31,63;28,9;4,3;0,149
1210;56,01;31,63;30,1;2,45;0,125
1210;56,01;31,63;31;0,86;0,066
1211;40,5;25,73;0,1;15,28;0,861
1141;35,5;19,1;0,1;13,18;0,765
1211;40,5;25,73;0,7;13,37;0,681
1141;35,5;19,1;0,7;11,78;0,791
1211;40,5;25,73;1,3;12,89;0,601
1141;35,5;19,1;1,3;11,3;0,697
1211;40,5;25,73;2,5;12,54;0,46
1141;35,5;19,1;2,5;11,08;0,462
1141;35,5;19,1;3,7;10,35;0,382
1211;40,5;25,73;3,7;12,25;0,443
1141;35,5;19,1;4,9;9,55;0,278
1211;40,5;25,73;4,9;12,1;0,398
1141;35,5;19,1;6,1;9,29;0,329
1211;40,5;25,73;6,1;11,9;0,365
1211;40,5;25,73;7,3;11,75;0,414
1141;35,5;19,1;7,3;8,69;0,226
1211;40,5;25,73;8,5;11,3;0,339
1141;35,5;19,1;8,5;8,34;0,355
1141;35,5;19,1;9,7;7,7;0,233
1211;40,5;25,73;9,7;10,92;0,271
1141;35,5;19,1;10,9;7;0,21
1211;40,5;25,73;10,9;10,44;0,276
1141;35,5;19,1;12,1;6,46;0,211
1211;40,5;25,73;12,1;10,19;0,282
1211;40,5;25,73;13,3;9,23;0,289
1141;35,5;19,1;13,3;5,89;0,191
1211;40,5;25,73;14,5;8,72;0,26
1141;35,5;19,1;14,5;5,38;0,207
1141;35,5;19,1;15,7;4,87;0,204
1211;40,5;25,73;15,7;8,53;0,284
1141;35,5;19,1;16,9;3,18;0,2
1211;40,5;25,73;16,9;8,05;0,272
1211;40,5;25,73;18,1;6,84;0,221
1141;35,5;19,1;18,1;1,62;0,149
1141;35,5;19,1;18,42;0,95;0,054
1211;40,5;25,73;19,3;6,37;0,237
1211;40,5;25,73;20,5;5,6;0,244
1211;40,5;25,73;21,7;4,77;0,249
1211;40,5;25,73;22,9;3,66;0,186
1211;40,5;25,73;24,1;2,07;0,118
1211;40,5;25,73;25,3;0,86;0,067
1212;48;26,69;0,1;17,19;0,966
1142;32,52;20,5;0,1;13,11;0,814
1142;32,52;20,5;0,7;11,08;0,711
1212;48;26,69;0,7;15,66;0,899
1212;48;26,69;1,3;15,28;0,745
1142;32,52;20,5;1,3;10,35;0,543
1142;32,52;20,5;2,5;9,49;0,363
1212;48;26,69;2,5;15,12;0,67
1212;48;26,69;3,7;14,93;0,637
1142;32,52;20,5;3,7;9,17;0,365
1142;32,52;20,5;4,9;8,18;0,223
1212;48;26,69;4,9;14,64;0,43
1212;48;26,69;6,1;14,39;0,445
1142;32,52;20,5;6,1;7,8;0,266
1142;32,52;20,5;7,3;7,23;0,223
1212;48;26,69;7,3;13,53;0,476
1212;48;26,69;8,5;13,37;0,38
1142;32,52;20,5;8,5;6,81;0,228
1212;48;26,69;9,7;12,92;0,415
1142;32,52;20,5;9,7;6,18;0,198
1142;32,52;20,5;10,9;5,73;0,205
1212;48;26,69;10,9;12,51;0,405
1212;48;26,69;12,1;11,84;0,372
1142;32,52;20,5;12,1;5,25;0,197
1212;48;26,69;13,3;11,3;0,369
1142;32,52;20,5;13,3;4,62;0,18
1142;32,52;20,5;14,5;4,04;0,146
1212;48;26,69;14,5;10,44;0,316
1142;32,52;20,5;15,7;3,66;0,13
1212;48;26,69;15,7;9,87;0,355
1212;48;26,69;16,9;9,61;0,404
1142;32,52;20,5;16,9;3,09;0,12
1142;32,52;20,5;18,1;2,58;0,135
1212;48;26,69;18,1;8,59;0,255
1212;48;26,69;19,3;7,8;0,283
1142;32,52;20,5;19,3;1,66;0,113
1142;32,52;20,5;19,8;0,73;0,039
1212;48;26,69;20,5;7,19;0,261
1212;48;26,69;21,7;6,11;0,239
1212;48;26,69;22,9;5,79;0,34
1212;48;26,69;24,1;4,2;0,259
1212;48;26,69;25,3;1,97;0,126
1212;48;26,69;26;0,95;0,072
1143;63,99;29,35;0,1;22,73;1,152
1213;50,99;23,34;0,1;19,1;1,086
1213;50,99;23,34;0,7;16,55;0,842
1143;63,99;29,35;0,7;20,69;1,041
1143;63,99;29,35;1,3;20,37;1,01
1213;50,99;23,34;1,3;16,23;0,776
1213;50,99;23,34;2,5;15,09;0,61
