"arv";"dap";"ht";"hi";"dicc";"disc"
1;11,14;14,66;0,05;17,63;13,83
1;11,14;14,66;0,15;15,28;12,08
1;11,14;14,66;0,29;13,88;10,78
1;11,14;14,66;0,44;12,74;9,64
1;11,14;14,66;0,59;12;9
1;11,14;14,66;0,73;11,94;9,74
1;11,14;14,66;1,47;10,7;8,9
1;11,14;14,66;2,2;10,22;9,42
1;11,14;14,66;3,66;9,3;9
1;11,14;14,66;5,13;8,75;8,55
1;11,14;14,66;6,6;8,02;7,82
1;11,14;14,66;8,06;7,07;6,87
1;11,14;14,66;9,53;6,4;6,2
1;11,14;14,66;10,99;5,38;5,28
1;11,14;14,66;12,46;3,09;3,09
1;11,14;14,66;13,93;1,27;1,27
3;10,41;6,45;0,03;20,05;13,15
3;10,41;6,45;0,06;18,97;12,47
3;10,41;6,45;0,12;18,46;12,16
3;10,41;6,45;0,19;17,32;11,32
3;10,41;6,45;0,25;15,28;9,28
3;10,41;6,45;0,32;14,13;9,13
3;10,41;6,45;0,64;12,76;8,06
3;10,41;6,45;0,96;12,76;8,16
3;10,41;6,45;1,61;10,92;6,72
3;10,41;6,45;2,25;10,03;6,43
3;10,41;6,45;2,9;7,74;6,14
3;10,41;6,45;3,54;6,18;5,18
3;10,41;6,45;4,19;4,39;3,79
3;10,41;6,45;4,83;3,25;2,85
3;10,41;6,45;5,48;1,27;0,87
3;10,41;6,45;6,12;1,11;1,11
4;11,05;12,52;0,03;17,57;10,07
4;11,05;12,52;0,13;16,55;10,05
4;11,05;12,52;0,25;15,47;8,97
4;11,05;12,52;0,38;14,23;8,53
4;11,05;12,52;0,5;13,85;9,45
4;11,05;12,52;0,63;13,05;8,95
4;11,05;12,52;1,25;11,2;8,9
4;11,05;12,52;1,88;9,93;8,53
4;11,05;12,52;3,13;9,2;8,2
4;11,05;12,52;4,38;8,28;7,48
4;11,05;12,52;5,63;7,58;6,78
4;11,05;12,52;6,89;7,16;6,56
4;11,05;12,52;8,14;5,67;5,47
4;11,05;12,52;9,39;3,66;3,46
4;11,05;12,52;10,64;3,44;3,24
4;11,05;12,52;11,89;1,46;1,26
5;28,17;18,49;0,08;36;29,1
5;28,17;18,49;0,18;35,21;29,31
5;28,17;18,49;0,37;31,77;26,57
5;28,17;18,49;0,55;30,05;26,05
5;28,17;18,49;0,74;29,51;25,51
5;28,17;18,49;0,92;29,48;25,78
5;28,17;18,49;1,85;25,08;21,68
5;28,17;18,49;2,77;22,82;19,72
5;28,17;18,49;4,62;20,82;18,42
5;28,17;18,49;6,47;18,37;16,77
5;28,17;18,49;8,32;16,84;15,54
5;28,17;18,49;10,17;16,65;15,55
5;28,17;18,49;12,02;15,28;14,18
5;28,17;18,49;13,87;10,76;9,96
5;28,17;18,49;15,72;7,23;6,93
5;28,17;18,49;17,57;0,32;0,12
6;20,47;18,3;0,02;30,75;25,75
6;20,47;18,3;0,18;25,21;21,31
6;20,47;18,3;0,37;23,68;20,38
6;20,47;18,3;0,55;22,66;19,66
6;20,47;18,3;0,73;21,93;18,93
6;20,47;18,3;0,92;21,71;19,01
6;20,47;18,3;1,83;19;17
6;20,47;18,3;2,74;18,37;16,57
6;20,47;18,3;4,57;16,46;14,96
6;20,47;18,3;6,41;15,88;14,78
6;20,47;18,3;8,23;14,51;13,51
6;20,47;18,3;10,06;13,78;12,88
6;20,47;18,3;11,9;12,16;11,36
6;20,47;18,3;13,71;10,5;9,8
6;20,47;18,3;15,56;7;6,4
6;20,47;18,3;17,39;0,32;0,32
7;34,22;22,18;0,09;45,23;38,23
7;34,22;22,18;0,22;41,54;35,54
7;34,22;22,18;0,44;38,42;33,32
7;34,22;22,18;0,67;37,31;32,61
7;34,22;22,18;0,89;36,19;32,19
7;34,22;22,18;1,11;35,05;31,15
7;34,22;22,18;2,22;32,02;28,62
7;34,22;22,18;3,33;30,72;27,72
7;34,22;22,18;5,55;29;27,1
7;34,22;22,18;7,76;26,13;24,43
7;34,22;22,18;9,98;24,06;22,66
7;34,22;22,18;12,2;22,12;20,92
7;34,22;22,18;14,42;20,05;19,05
7;34,22;22,18;16,64;16,97;16,07
7;34,22;22,18;18,85;11,81;11,21
7;34,22;22,18;21,07;2,9;2,7
8;30,94;19,53;0,06;41,92;35,82
8;30,94;19,53;0,2;39,85;34,95
8;30,94;19,53;0,39;35,17;30,67
8;30,94;19,53;0,59;33,23;29,23
8;30,94;19,53;0,78;32,72;28,72
8;30,94;19,53;0,98;31,99;28,39
8;30,94;19,53;1,95;29,38;26,18
8;30,94;19,53;2,93;27,69;24,89
8;30,94;19,53;4,88;25,31;22,91
8;30,94;19,53;6,84;23,49;21,49
8;30,94;19,53;8,79;21,8;20
8;30,94;19,53;10,74;20,18;18,48
8;30,94;19,53;12,69;18,33;16,83
8;30,94;19,53;14,65;15,76;14,76
8;30,94;19,53;16,57;10,25;9,65
8;30,94;19,53;18,55;0,32;0,32
10;39,69;20,3;0,02;48,86;40,86
10;39,69;20,3;0,2;45,2;38,1
10;39,69;20,3;0,41;42,4;36,1
10;39,69;20,3;0,61;42,37;36,47
10;39,69;20,3;0,81;41,73;36,23
10;39,69;20,3;1,01;40,87;35,37
10;39,69;20,3;2,03;36,83;31,93
10;39,69;20,3;3,05;33,58;30,68
10;39,69;20,3;5,07;30,91;28,81
10;39,69;20,3;7,11;29,57;27,77
10;39,69;20,3;9,14;28,07;26,27
10;39,69;20,3;11,16;26,9;25,3
10;39,69;20,3;13,15;24,96;23,66
10;39,69;20,3;15,23;22,76;21,66
10;39,69;20,3;17,25;11,97;11,37
10;39,69;20,3;19,28;2,87;2,47
11;13,05;14,83;0,03;17,76;15,76
11;13,05;14,83;0,15;15,92;14,02
11;13,05;14,83;0,3;14,83;13,33
11;13,05;14,83;0,44;14,04;12,74
11;13,05;14,83;0,59;13,94;12,74
11;13,05;14,83;0,74;13,91;12,91
11;13,05;14,83;1,48;12,51;11,51
11;13,05;14,83;2,22;11,81;10,81
11;13,05;14,83;3,71;11,14;10,34
11;13,05;14,83;5,19;10,03;9,23
11;13,05;14,83;6,67;8,98;8,28
11;13,05;14,83;8,16;8,18;7,58
11;13,05;14,83;9,66;7,04;6,44
11;13,05;14,83;11,12;5,98;5,58
11;13,05;14,83;12,61;3,41;3,21
11;13,05;14,83;14,09;1,21;1,21
12;11,46;7,32;0,05;17;11,3
12;11,46;7,32;0,07;16,77;13,17
12;11,46;7,32;0,15;15,95;12,65
12;11,46;7,32;0,22;15,72;12,52
12;11,46;7,32;0,29;14,87;11,77
12;11,46;7,32;0,37;14,26;11,16
12;11,46;7,32;0,73;13,02;10,12
12;11,46;7,32;1,1;11,94;9,14
12;11,46;7,32;1,83;10,63;8,23
12;11,46;7,32;2,59;8,82;6,92
12;11,46;7,32;3,29;7,67;6,57
12;11,46;7,32;4,03;6,84;6,14
12;11,46;7,32;4,77;5,67;4,97
12;11,46;7,32;5,49;3,79;3,39
12;11,46;7,32;6,22;0,03;-0,17
12;11,46;7,32;6,95;0,03;0,03
15;24,35;23,58;0,08;36,22;27,22
15;24,35;23,58;0,24;31;23,8
15;24,35;23,58;0,47;27,53;22,43
15;24,35;23,58;0,71;26,87;22,17
15;24,35;23,58;0,94;26,29;21,89
15;24,35;23,58;1,18;24,48;20,68
15;24,35;23,58;2,36;23,24;20,04
15;24,35;23,58;3,54;20,56;17,56
15;24,35;23,58;5,89;19,19;16,89
15;24,35;23,58;8,25;17,63;15,83
15;24,35;23,58;10,65;15,53;14,23
15;24,35;23,58;12,97;14,42;13,42
15;24,35;23,58;15,33;12,96;12,26
15;24,35;23,58;17,68;10,95;10,35
15;24,35;23,58;20,04;7,58;7,18
15;24,35;23,58;22,4;3,02;2,82
16;36,48;28,15;0,02;55,35;45,05
16;36,48;28,15;0,28;45,61;37,51
16;36,48;28,15;0,56;42,49;35,19
16;36,48;28,15;0,84;37,69;30,99
16;36,48;28,15;1,13;37,15;31,25
16;36,48;28,15;1,41;35,49;30,29
16;36,48;28,15;2,82;32,82;28,82
16;36,48;28,15;4,22;30,94;27,34
16;36,48;28,15;7,04;30,91;28,01
16;36,48;28,15;9,85;27,12;24,52
16;36,48;28,15;12,67;25,43;23,73
16;36,48;28,15;15,48;23,65;22,35
16;36,48;28,15;18,3;21,23;20,33
16;36,48;28,15;21,11;17,41;16,61
16;36,48;28,15;23,93;11,59;10,99
16;36,48;28,15;26,74;4,68;4,28
17;39,09;26,36;0,07;57,3;47,3
17;39,09;26,36;0,26;48,38;41,88
17;39,09;26,36;0,53;44,31;38,41
17;39,09;26,36;0,79;41,95;36,35
17;39,09;26,36;1,05;40,23;35,33
17;39,09;26,36;1,32;38,42;33,72
17;39,09;26,36;2,64;35,71;31,51
17;39,09;26,36;3,95;34,47;30,77
17;39,09;26,36;6,59;33,14;29,94
17;39,09;26,36;9,23;31,16;29,06
17;39,09;26,36;11,86;28,62;26,72
17;39,09;26,36;14,5;26,07;24,47
17;39,09;26,36;17,13;23,71;22,21
17;39,09;26,36;19,77;20,02;18,82
17;39,09;26,36;22,41;11,78;11,18
17;39,09;26,36;25,04;3,31;3,11
20;40,78;19,28;0,16;62,58;52,08
20;40,78;19,28;0,19;56,44;45,94
20;40,78;19,28;0,38;52,2;42,8
20;40,78;19,28;0,57;50,93;43,73
20;40,78;19,28;0,77;46,95;40,35
20;40,78;19,28;0,96;43,45;37,55
20;40,78;19,28;1,92;39,31;35,01
20;40,78;19,28;2,89;34,79;31,29
20;40,78;19,28;4,82;30,65;28,05
20;40,78;19,28;6,74;29,6;27,3
20;40,78;19,28;8,67;26,17;24,27
20;40,78;19,28;10,6;25,24;23,84
20;40,78;19,28;12,53;19,42;18,22
20;40,78;19,28;14,46;14,77;13,87
20;40,78;19,28;16,38;10,98;10,38
20;40,78;19,28;18,31;3,18;2,98
22;14,39;13;0,07;27,34;21,34
22;14,39;13;0,13;23,46;18,86
22;14,39;13;0,26;21,39;17,49
22;14,39;13;0,39;19,58;16,38
22;14,39;13;0,52;17,89;14,89
22;14,39;13;0,65;17,03;14,23
22;14,39;13;1,3;14,39;11,99
22;14,39;13;1,95;13,75;11,85
22;14,39;13;3,25;12;10,2
22;14,39;13;4,55;10,82;9,52
22;14,39;13;5,85;9,39;8,49
22;14,39;13;7,15;8,5;7,8
22;14,39;13;8,45;7,58;6,98
22;14,39;13;9,75;5,76;5,36
22;14,39;13;11,05;3,15;2,95
22;14,39;13;12,35;1,59;1,39
25;34,44;20,15;0,2;49,02;38,22
25;34,44;20,15;0,26;43,61;33,91
25;34,44;20,15;0,4;40,87;33,77
25;34,44;20,15;0,6;38,29;32,19
25;34,44;20,15;0,8;37,53;31,93
25;34,44;20,15;1;35,49;30,69
25;34,44;20,15;2,01;32,82;28,92
25;34,44;20,15;3,02;32,18;29,38
25;34,44;20,15;5,03;27,88;25,68
25;34,44;20,15;7,05;26,07;24,37
25;34,44;20,15;9,06;23,01;21,81
25;34,44;20,15;11,08;20,75;19,95
25;34,44;20,15;13,09;18,21;17,61
25;34,44;20,15;15,19;14,07;13,57
25;34,44;20,15;17,12;9,07;8,77
25;34,44;20,15;19,19;3,28;3,08
26;36,29;26,19;0,09;50,15;44,85
26;36,29;26,19;0,26;44,93;41,13
26;36,29;26,19;0,52;40,24;37,34
26;36,29;26,19;0,79;38,01;35,91
26;36,29;26,19;1,05;37,01;35,01
26;36,29;26,19;1,3;36,35;34,35
26;36,29;26,19;2,62;34,44;32,44
26;36,29;26,19;3,93;32,85;31,35
26;36,29;26,19;6,55;29;27,7
26;36,29;26,19;9,17;26,45;25,25
26;36,29;26,19;11,79;23,59;22,49
26;36,29;26,19;14,4;21,74;21,04
26;36,29;26,19;17,02;19,35;18,65
26;36,29;26,19;19,64;17,06;16,46
26;36,29;26,19;22;11,17;10,67
26;36,29;26,19;24,9;3,69;3,39
28;42,97;23,59;0,07;57,11;50,61
28;42,97;23,59;0,24;55,2;48,7
28;42,97;23,59;0,47;51,51;45,01
28;42,97;23,59;0,71;47,65;41,95
28;42,97;23,59;0,94;45,3;40,3
28;42,97;23,59;1,18;44,41;39,41
28;42,97;23,59;2,36;43,95;39,95
28;42,97;23,59;3,54;36,51;32,71
28;42,97;23,59;5,9;31,89;28,89
28;42,97;23,59;8,26;28,81;25,81
28;42,97;23,59;10,62;27,18;24,28
28;42,97;23,59;12,97;24,86;22,46
28;42,97;23,59;15,33;21,71;20,41
28;42,97;23,59;17,75;15,6;14,4
28;42,97;23,59;20,05;9,49;8,79
28;42,97;23,59;22,41;4,04;3,84
29;31,8;22,2;0,08;43,41;40,11
29;31,8;22,2;0,22;38,79;35,49
29;31,8;22,2;0,44;34,75;31,45
29;31,8;22,2;0,67;33,63;30,33
29;31,8;22,2;0,89;33,19;29,89
29;31,8;22,2;1,11;31,92;28,62
29;31,8;22,2;2,22;31,35;28,25
29;31,8;22,2;3,33;29,89;27,19
29;31,8;22,2;5,55;27,69;25,39
29;31,8;22,2;7,77;25,43;23,73
29;31,8;22,2;9,99;23,17;22,07
29;31,8;22,2;12,21;21,04;20,34
29;31,8;22,2;14,43;18,56;17,86
29;31,8;22,2;16,65;14,99;14,29
29;31,8;22,2;18,87;10,19;9,79
29;31,8;22,2;21,09;2,45;2,45
31;28,58;18,12;0,06;42,55;34,95
31;28,58;18,12;0,18;39,07;33,07
31;28,58;18,12;0,36;35,52;30,62
31;28,58;18,12;0,54;33,51;28,81
31;28,58;18,12;0,72;32,41;28,11
31;28,58;18,12;0,91;31,87;27,57
31;28,58;18,12;1,81;28,04;25,24
31;28,58;18,12;2,72;25,88;23,48
31;28,58;18,12;4,53;23,33;21,13
31;28,58;18,12;6,34;21,68;19,88
31;28,58;18,12;8,15;20,37;19,17
31;28,58;18,12;9,97;18,46;17,26
31;28,58;18,12;11,78;17,57;16,37
31;28,58;18,12;13,59;13,69;12,89
31;28,58;18,12;15,4;7,89;7,09
31;28,58;18,12;17,21;2,67;2,27
33;31,42;16,3;0,07;41,92;34,12
33;31,42;16,3;0,16;37,21;33,01
33;31,42;16,3;0,32;35,83;31,83
33;31,42;16,3;0,48;34,4;30,4
33;31,42;16,3;0,65;33,5;29,6
33;31,42;16,3;0,81;32,37;28,97
33;31,42;16,3;1,63;31,77;28,57
33;31,42;16,3;2,44;31,7;28,7
33;31,42;16,3;4,07;28,97;25,97
33;31,42;16,3;5,7;24,86;22,36
33;31,42;16,3;7,33;22;19,8
33;31,42;16,3;8,9;19,54;17,44
33;31,42;16,3;10,59;16,11;14,71
33;31,42;16,3;12,22;11,46;10,36
